5.56,58.97,39.68,-7.45,41.72,52.81,54.59,98.90,25.51,45.79
70.49,0.06,86.40,44.68,37.58,95.80,8.81,68.48,93.58,11.54
16.25,-0.19,78.55,22.95,57.70,75.13,26.75,79.13,21.66,33.34
94.58,-14.23,-5.89,92.76,75.52,91.40,80.01,14.92,40.65,48.53
29.40,20.78,27.54,69.66,5.66,25.54,39.81,76.92,89.71,22.72
23.38,-5.54,77.16,1.70,-9.57,56.53,59.61,49.84,36.23,31.09
87.03,7.77,33.01,52.21,-3.57,57.29,32.36,56.09,70.71,43.98
94.86,77.32,44.98,28.80,77.54,68.25,55.82,42.22,8.72,95.89
12.67,4.18,47.89,-6.33,64.51,16.11,35.61,3.16,30.92,56.41
8.26,10.25,52.82,22.30,82.37,69.67,96.88,18.34,78.16,65.95
95.07,5.28,28.66,23.10,20.12,52.09,53.65,26.59,8.27,31.44
64.97,30.36,7.57,27.90,-9.12,-0.02,5.07,94.77,93.32,58.06
-0.77,75.76,-6.08,-2.97,-6.14,73.40,37.09,48.61,73.83,9.39
13.61,88.70,8.86,32.29,12.99,21.52,7.64,-7.45,-3.49,32.64
41.22,32.63,-11.65,39.41,62.70,55.71,26.33,74.98,83.66,91.66
33.83,21.18,52.94,19.86,-4.67,68.16,19.98,20.28,35.66,49.71
14.38,-6.62,23.22,34.50,29.03,95.60,60.00,15.52,8.04,80.66
71.36,70.45,19.50,-3.68,70.19,35.93,50.30,61.14,41.61,47.26
-11.42,79.52,15.20,28.03,93.87,92.02,88.97,87.49,82.30,-4.82
-11.46,49.82,59.21,-2.34,77.58,39.72,-11.66,70.99,3.36,82.55
31.76,42.38,90.89,65.55,46.88,1.64,63.24,-11.41,1.72,20.86
60.08,61.55,78.62,15.28,-5.56,38.38,42.08,31.42,2.25,41.57
23.74,69.62,-12.69,31.26,52.72,63.56,72.09,-2.94,45.89,0.49
64.22,21.24,54.70,-14.49,66.37,70.83,29.46,60.52,39.44,85.69
79.32,92.36,46.42,96.23,77.28,19.94,38.20,52.96,10.57,-14.01
30.01,-4.19,5.18,-3.63,53.76,41.99,17.50,30.62,69.03,94.90
47.40,68.54,91.82,53.24,65.85,79.35,9.60,37.05,-8.15,66.73
27.37,10.60,36.96,35.71,29.70,18.33,96.88,67.25,25.44,41.99
-8.38,-11.86,30.21,11.83,3.16,97.14,84.89,82.04,46.02,92.34
0.27,87.14,41.89,62.08,-3.28,22.26,64.87,80.08,69.48,-7.69
77.62,83.26,90.97,-0.73,84.34,24.95,38.85,22.79,92.13,87.48
35.69,89.35,2.28,7.58,60.99,83.47,71.93,93.02,87.56,61.57
-6.12,65.35,67.85,97.72,0.16,54.53,22.39,63.83,48.53,-13.28
35.51,37.18,47.09,-7.64,56.62,98.53,47.96,93.99,76.85,92.82
50.43,72.14,29.56,55.44,24.85,34.49,9.15,-8.90,13.47,28.88
93.94,6.71,81.19,-8.85,22.43,90.16,-7.62,75.13,56.94,70.25
56.87,0.75,35.18,27.31,67.60,20.90,76.18,58.75,-5.57,64.15
43.72,52.98,17.05,62.01,2.92,83.64,-6.05,86.41,31.42,77.02
75.13,22.09,73.34,36.36,35.60,8.41,90.06,40.83,25.62,68.74
11.00,7.56,16.23,21.36,74.26,4.64,94.94,7.78,69.27,43.48
0.88,56.54,27.61,82.80,13.56,22.21,50.87,84.55,74.03,53.91
47.86,48.08,32.25,89.93,64.97,1.32,94.99,45.73,-11.00,76.65
64.82,66.49,51.95,50.30,45.62,34.37,19.26,-14.47,9.41,93.50
7.60,-4.33,39.60,0.44,64.34,63.37,65.73,77.91,40.08,1.15
93.29,13.90,61.90,22.18,-3.34,19.38,81.77,-9.94,39.11,-1.34
77.62,75.26,30.33,81.76,48.74,87.04,76.22,67.51,-6.78,14.79
26.12,5.04,32.55,4.78,68.77,66.20,43.82,50.09,44.32,28.04
36.07,63.70,-13.93,20.77,34.46,48.94,54.21,54.00,8.77,45.52
51.02,33.44,23.65,4.66,38.45,52.28,88.76,64.48,99.14,-10.49
77.61,56.64,83.42,41.29,4.48,92.50,57.27,26.76,85.15,82.14
99.06,-2.44,7.43,21.21,31.83,72.66,81.11,93.60,43.43,5.05
94.90,69.47,14.03,11.43,-7.13,17.88,37.33,88.67,61.43,71.27
0.98,10.73,30.28,97.51,95.11,77.13,75.77,64.87,54.09,31.15
13.32,45.60,45.62,93.65,84.75,89.62,39.41,61.07,16.13,55.30
96.58,91.19,61.80,31.19,86.20,75.90,54.69,24.14,69.21,0.34
16.97,20.43,-12.17,20.11,86.51,5.21,-2.82,56.02,26.15,82.68
95.74,-7.11,-9.50,45.22,38.27,80.63,18.60,9.15,0.42,80.91
35.15,19.44,-13.69,25.84,96.89,10.90,-6.89,66.80,-8.19,41.55
99.07,4.90,35.60,64.77,5.02,98.17,30.22,21.78,62.08,96.02
8.51,97.30,14.05,24.90,-12.59,82.39,-12.09,92.91,48.99,38.41
75.22,96.73,92.16,49.32,9.81,-0.57,89.07,53.77,87.98,51.69
25.87,12.84,21.52,-12.96,89.75,14.93,25.99,-10.34,53.50,34.22
-0.85,1.45,96.98,66.49,53.25,-13.12,59.19,52.39,82.15,58.09
38.78,68.17,6.44,35.10,72.02,71.54,61.25,-11.70,26.41,2.01
82.56,84.53,93.20,18.32,49.54,58.95,75.63,96.33,59.48,46.20
35.46,39.75,12.91,42.55,11.88,85.16,59.91,0.56,36.35,65.22
23.20,86.90,-2.71,52.80,39.46,-3.77,37.26,5.53,61.26,-8.72
44.81,90.64,-11.48,66.59,26.72,-1.34,60.41,17.27,11.45,27.70
34.17,55.89,33.16,66.48,50.71,96.75,39.37,89.62,26.91,69.87
65.96,16.65,13.67,-13.65,37.28,52.63,3.22,19.49,24.35,-9.29
66.98,-10.20,57.84,25.45,-5.32,19.50,42.37,67.25,67.21,6.28
53.15,86.85,12.41,1.86,50.59,37.41,72.04,87.11,-3.14,75.39
44.93,41.66,-5.50,97.08,43.30,14.91,32.26,78.39,36.72,76.14
71.05,86.65,-1.39,72.47,7.36,52.70,-13.41,85.24,69.66,19.04
-3.89,55.10,56.72,18.89,1.97,5.04,-4.00,-5.59,91.22,26.21
47.57,-2.60,28.71,73.94,65.43,57.95,36.42,87.69,25.88,65.01
17.63,19.72,30.25,37.93,12.68,91.57,32.93,62.08,5.64,9.67
-6.78,6.35,93.64,0.06,7.29,39.13,82.72,36.33,70.41,1.06
25.01,97.65,10.09,6.81,95.84,0.14,-9.48,62.96,42.31,69.28
34.43,6.43,38.63,-7.26,36.32,53.50,92.45,44.81,74.68,71.49
-11.23,40.98,-4.59,0.52,23.14,65.43,73.84,40.88,1.98,86.71
97.18,77.73,35.87,76.76,15.61,84.61,30.85,19.05,71.65,45.83
36.63,63.55,56.34,36.52,39.83,80.74,41.49,78.86,69.89,66.16
46.43,27.45,15.26,62.95,49.56,75.20,89.97,27.98,-11.87,51.89
78.47,66.43,64.40,14.49,31.35,77.62,71.69,-10.49,24.43,80.97
16.28,-9.80,-2.10,50.04,54.22,-1.23,83.86,42.28,-1.11,5.15
48.61,11.52,-7.50,45.68,70.56,63.75,28.87,-2.11,91.42,99.09
59.77,67.47,74.54,60.10,-5.35,1.69,56.84,39.87,58.91,16.67
87.16,69.97,92.15,64.08,63.57,66.54,81.59,8.14,2.56,64.19
82.08,58.25,8.99,1.08,54.69,6.54,83.94,53.46,18.62,52.39
-6.79,36.94,86.32,97.44,58.57,71.67,41.77,46.43,-2.90,-6.95
-1.29,7.77,92.98,47.20,35.15,45.77,66.08,32.28,6.38,63.35
55.96,24.80,-1.12,13.77,98.59,37.61,72.84,76.35,97.22,88.04
39.87,28.17,77.52,67.10,-8.39,-10.29,59.17,54.22,81.52,92.90
29.04,6.38,64.82,-14.12,55.32,17.25,26.92,40.14,77.94,70.52
21.14,86.28,29.83,78.36,14.08,56.73,60.72,61.23,-10.91,26.12
44.21,31.30,28.91,-5.93,72.40,14.51,69.94,94.26,62.81,91.35
20.67,51.13,53.94,77.32,80.44,-0.46,38.63,8.43,68.39,2.34
74.39,81.24,24.29,42.38,27.86,82.13,45.80,30.17,13.55,-3.80
1.67,55.87,37.54,55.16,47.78,75.15,1.28,-13.37,61.85,25.25
66.27,35.12,70.10,-1.45,68.37,89.81,-1.59,75.19,27.88,46.23
76.96,53.13,73.03,41.26,42.59,77.66,-0.89,27.50,40.12,58.90
7.52,75.02,98.27,57.75,91.34,-1.36,63.05,-8.78,81.94,45.95
35.85,77.77,49.78,52.41,13.70,87.57,73.99,-4.41,75.46,-9.49
19.65,-0.95,98.35,42.16,97.36,25.36,7.75,62.90,80.86,48.67
41.62,84.31,58.64,60.54,36.66,36.58,-13.40,25.09,36.93,66.39
39.96,46.37,24.85,58.85,38.66,17.22,-1.86,52.69,77.14,-11.93
89.32,52.70,53.72,93.72,18.08,22.83,17.88,98.39,46.32,38.28
11.30,52.18,90.87,31.22,18.32,26.49,23.00,56.31,4.26,8.63
-7.15,45.28,18.73,5.06,74.79,84.02,1.54,-11.05,73.63,46.48
37.95,-0.63,-7.75,21.72,45.83,89.94,92.56,6.83,43.66,80.83
1.28,10.20,84.81,58.78,-7.59,82.55,43.47,-7.81,-12.10,2.10
95.47,96.24,52.77,64.61,2.59,-5.04,41.00,-6.60,7.67,4.81
80.50,76.01,36.15,34.44,65.92,41.78,-9.56,25.83,83.73,78.47
82.72,2.93,18.13,-1.54,1.03,-8.72,65.58,36.15,39.78,-5.66
70.06,48.50,94.07,18.86,50.17,26.10,3.60,45.91,74.28,35.36
2.34,73.46,-8.84,50.00,15.40,-2.59,-3.38,87.91,97.23,49.17
-9.70,-6.74,-6.62,58.46,81.36,-4.37,10.61,60.25,36.04,-7.19
62.64,8.88,75.56,42.56,67.15,0.56,94.38,43.18,38.52,67.96
45.57,88.47,14.01,66.25,74.16,65.11,81.78,2.48,38.71,4.97
91.28,84.76,53.89,16.51,10.71,26.79,-3.31,36.90,83.97,18.49
51.41,30.20,48.80,-6.01,96.33,59.94,27.27,18.43,32.83,73.10
37.51,71.64,90.26,-9.26,8.37,36.10,45.21,97.38,53.06,32.44
57.42,89.84,-5.15,71.39,30.22,74.28,41.93,14.56,56.17,-6.64
89.12,83.20,27.86,0.79,11.60,-6.92,-2.89,64.08,87.96,42.22
5.83,-11.33,29.67,74.88,39.62,-3.94,-9.29,-13.63,46.03,-12.44
-8.17,30.04,13.49,88.74,98.70,21.20,-3.96,50.47,51.32,52.18
88.07,37.28,92.70,29.93,13.78,82.38,91.85,45.56,89.55,97.30
-9.55,41.84,-0.83,-14.34,59.87,81.61,95.05,41.20,0.86,27.14
52.30,20.25,17.86,78.08,4.28,60.87,75.51,96.66,22.77,64.20
12.98,7.78,3.14,-1.70,79.78,-13.96,92.93,96.73,7.10,2.17
21.68,6.80,72.62,26.29,4.23,49.04,13.42,93.24,7.97,30.75
59.35,30.02,18.49,34.62,-14.36,90.00,80.01,72.53,5.22,35.67
13.83,21.20,-9.63,-6.08,55.80,75.11,86.37,73.02,-12.65,73.38
55.97,39.29,19.47,16.19,-10.67,40.75,8.97,6.83,69.28,45.38
55.84,40.39,61.39,5.33,59.99,42.17,-4.58,19.76,-5.77,-7.75
60.13,-13.43,55.33,-10.33,29.12,1.55,-1.21,8.70,12.79,13.18
8.05,86.51,69.86,49.77,97.57,-10.98,38.80,95.46,48.07,6.09
17.88,52.90,82.73,84.43,6.26,6.41,80.05,21.90,54.87,-1.20
98.66,69.07,23.83,-4.14,29.92,63.76,82.75,92.04,94.13,98.85
97.75,15.00,74.37,19.96,68.10,90.24,-14.45,73.84,0.63,33.98
88.58,-3.56,35.03,0.18,-11.30,99.04,45.92,38.04,30.02,74.15
51.07,49.93,21.01,40.65,50.21,97.12,46.85,51.56,38.00,-12.26
-8.69,2.14,90.50,7.05,59.92,86.18,86.22,83.11,-2.74,96.97
85.21,76.48,27.51,97.71,71.55,93.41,-11.30,74.92,90.42,86.89
8.19,6.36,47.67,29.69,51.59,27.60,8.34,92.91,-14.13,-6.31
85.53,17.83,6.73,6.24,35.81,51.68,20.49,11.61,21.73,14.70
48.91,53.44,13.49,82.78,-2.03,-13.78,54.70,6.44,92.87,88.90
9.47,0.64,57.37,55.23,99.48,64.40,70.48,9.54,53.26,31.42
48.80,39.29,94.54,74.91,18.92,37.12,77.94,27.66,59.91,-1.82
87.78,-9.09,-11.91,20.26,74.22,48.88,10.58,-2.34,7.28,-11.72
43.19,17.74,93.79,32.41,89.39,12.71,63.20,59.81,71.40,84.22
10.90,75.08,15.04,24.39,-5.19,0.42,9.23,-11.51,79.07,-1.50
32.49,46.98,91.38,75.63,98.47,63.33,74.14,-10.28,7.38,21.50
47.46,83.57,18.28,86.93,91.73,67.42,65.11,-0.23,75.66,85.31
-3.57,-1.22,86.38,34.86,4.58,35.81,84.61,42.86,-13.22,89.99
60.74,45.92,82.14,92.10,64.91,84.92,34.77,6.44,-7.81,21.17
-10.81,22.30,13.30,-6.93,-5.40,1.87,85.97,73.90,4.71,69.71
38.66,17.18,42.20,69.87,45.87,94.28,15.32,-3.37,44.25,96.03
31.63,80.58,6.79,50.53,58.11,1.14,63.93,99.44,68.96,2.51
92.31,28.44,48.47,67.95,48.93,52.67,78.71,21.30,61.95,37.61
39.14,88.57,67.40,73.12,-14.23,18.82,6.39,-1.43,63.84,6.95
77.61,80.61,44.47,82.63,93.64,30.31,66.08,39.22,6.53,31.79
76.30,48.27,80.30,23.27,11.29,55.53,55.81,98.84,45.52,59.50
29.96,34.63,85.63,53.80,75.37,84.57,41.49,22.09,59.52,19.20
4.36,73.81,94.92,50.97,12.85,-14.25,4.23,22.87,44.58,12.57
0.55,34.47,8.64,66.45,37.07,-11.88,25.65,35.83,-9.60,66.75
25.16,77.19,-11.34,63.93,84.86,95.59,-4.44,53.74,44.60,99.22
-5.82,20.85,68.03,19.42,0.30,87.28,75.91,7.15,11.66,-14.11
44.29,80.07,10.42,89.40,92.57,83.27,55.96,84.92,-7.89,25.61
-8.54,23.95,2.48,68.70,7.76,93.77,64.48,83.36,60.61,-3.61
92.79,93.37,69.62,41.53,71.06,54.36,65.28,98.02,14.26,37.80
65.46,50.21,57.39,44.28,25.47,32.28,42.91,66.88,6.03,50.82
91.75,45.67,43.75,8.24,60.57,97.97,48.70,27.51,20.85,88.21
43.79,58.74,74.27,92.10,42.98,84.19,53.67,86.05,-0.40,30.99
43.10,-7.18,64.35,14.78,1.47,76.97,-4.26,70.22,-10.06,64.60
-13.07,32.81,54.77,-12.98,-12.24,50.53,6.18,25.40,47.56,46.58
29.19,3.52,78.96,13.46,0.22,49.68,43.62,19.91,38.06,28.79
96.43,14.85,51.19,20.45,-6.59,4.41,87.91,4.14,78.57,11.50
-3.28,19.16,71.88,-1.28,55.36,93.37,73.86,-14.40,45.29,73.69
85.24,26.36,80.65,46.72,0.24,58.18,5.35,22.22,57.51,67.44
94.88,49.74,3.19,51.79,31.60,13.09,31.51,77.03,94.24,59.74
69.75,-1.03,60.26,-2.54,79.15,90.28,63.61,73.20,80.47,57.40
-12.87,41.47,25.31,17.37,43.99,1.45,49.56,82.47,-4.85,-11.97
76.99,-10.99,58.05,39.54,27.90,0.38,-0.76,1.51,11.59,69.87
95.59,51.05,-7.57,94.49,26.80,59.39,31.83,71.39,44.84,59.67
66.25,-8.82,40.35,86.95,38.25,77.89,-0.46,81.73,62.12,28.39
24.12,26.28,92.92,-1.57,10.80,87.27,69.40,83.10,-0.31,56.43
98.00,74.12,-13.87,60.84,14.98,7.70,36.40,96.90,4.02,-14.47
32.62,-4.20,48.06,-6.75,66.93,32.35,53.10,19.71,0.57,40.82
99.12,5.96,22.86,17.79,47.65,48.26,33.75,6.63,-2.51,95.25
49.61,66.34,29.01,73.15,37.15,17.76,52.23,35.81,82.35,12.11
9.29,77.18,69.16,72.28,13.78,31.58,91.03,0.23,15.27,74.56
53.27,20.16,11.02,-10.32,36.95,75.19,30.94,10.36,47.63,-2.00
1.90,10.92,75.72,17.96,-6.20,26.37,-2.91,76.41,31.71,-2.66
16.49,21.00,7.77,68.06,63.43,87.37,56.40,95.57,20.65,3.12
51.96,63.20,-3.27,25.98,37.74,98.80,33.34,99.22,19.23,55.63
71.79,37.72,83.01,91.74,24.22,-4.41,86.02,52.43,-8.01,95.23
1.27,72.71,71.27,2.10,49.87,9.12,45.17,-12.19,50.89,68.05
71.33,71.46,35.43,89.14,6.22,48.80,44.60,24.31,25.46,72.47
36.94,71.24,51.54,72.80,13.35,57.20,88.51,69.63,37.49,-12.86
47.62,8.05,-8.50,93.35,30.70,54.02,40.16,-4.72,98.62,99.41
58.78,56.57,21.12,85.58,41.78,4.34,0.20,-14.19,16.29,13.55
95.89,55.75,11.43,58.86,37.19,19.55,15.50,13.83,66.92,4.78
84.56,-12.63,15.20,4.77,38.88,24.87,5.37,87.45,5.44,64.01
-10.78,-8.52,3.12,53.26,-11.21,48.98,-4.92,84.16,56.04,33.63
22.95,15.00,77.32,27.28,29.74,-13.48,35.81,18.55,-1.29,57.21
59.20,-11.79,-4.78,1.91,34.93,37.77,95.02,87.31,68.80,9.73
63.66,-8.79,89.81,96.19,-9.46,87.85,-14.48,51.25,26.43,59.12
30.14,-2.69,27.07,83.83,-2.45,51.23,98.46,88.19,56.81,51.28
25.90,30.28,49.78,-13.44,11.32,89.22,83.87,15.49,20.50,49.07
25.92,1.62,1.87,55.91,5.35,73.93,55.49,85.03,61.88,88.90
78.37,76.94,52.32,59.46,26.62,20.32,37.01,53.36,85.98,45.61
64.15,71.58,68.85,-11.53,35.90,73.42,72.52,-2.24,56.71,90.37
32.03,83.70,81.54,16.24,-4.22,84.12,70.58,37.35,85.48,2.24
3.72,68.10,69.73,92.24,-13.95,47.78,-13.40,68.86,-8.86,-3.95
10.09,38.81,44.72,-14.38,30.20,28.61,60.55,94.68,69.19,66.76
29.65,76.05,22.08,6.33,-1.74,31.82,66.54,67.40,15.81,87.43
-7.47,98.12,9.65,76.87,64.05,33.27,80.74,77.06,60.58,63.05
96.09,54.48,-6.11,-13.64,28.44,4.06,95.40,20.73,-12.24,-2.75
-9.55,-2.06,59.47,23.80,79.76,45.03,45.26,97.70,78.00,70.90
-12.03,45.98,50.10,44.35,-7.67,9.22,-0.85,-12.66,69.80,30.04
53.65,15.35,76.26,59.20,-4.88,35.38,68.79,43.74,91.75,97.09
61.86,-11.55,7.53,59.67,29.71,67.11,13.16,-11.71,-8.79,67.57
1.59,28.18,58.96,69.07,80.07,55.43,-5.11,55.37,81.29,22.49
-14.32,70.36,4.01,0.49,-7.63,19.68,92.99,98.41,13.09,17.95
-11.71,-4.61,21.38,17.38,23.50,70.33,16.21,11.09,58.39,82.60
83.36,-11.53,74.68,46.59,24.40,80.98,55.75,90.10,38.36,25.23
11.18,14.51,87.76,22.56,24.89,70.03,-3.31,62.29,9.47,76.55
78.16,13.57,10.03,80.74,67.23,38.47,63.82,4.69,5.53,83.80
74.23,11.60,29.95,-1.64,43.99,82.58,54.74,70.71,56.48,36.60
71.58,63.12,84.21,54.56,-12.87,60.28,64.18,70.48,63.05,41.75
-5.49,15.68,51.63,32.33,11.85,-7.23,49.32,95.87,44.58,14.19
73.18,-6.15,54.55,-11.71,-13.21,40.50,20.01,30.91,80.50,0.40
-9.30,-8.51,77.71,78.25,87.78,86.93,79.47,13.53,63.84,-0.44
58.89,27.21,88.89,94.54,5.34,-0.01,91.69,64.49,62.21,60.87
75.43,3.74,10.35,55.52,32.56,0.45,42.17,43.90,29.36,41.87
97.18,11.17,59.08,27.99,30.94,1.28,11.55,30.55,94.61,13.29
84.29,-5.27,-2.29,75.52,-7.65,16.72,33.60,3.66,55.21,42.73
88.11,58.62,-7.41,9.85,82.20,15.48,-14.10,2.85,41.19,12.38
70.62,45.30,62.63,82.29,-0.18,37.93,23.87,54.38,69.93,94.16
-10.12,-7.09,71.17,-9.45,19.33,26.51,43.82,97.93,71.01,-8.48
63.12,-0.65,47.18,0.42,30.10,-12.73,91.77,96.24,60.78,26.52
54.85,80.68,71.50,16.75,40.69,46.42,18.07,58.91,53.00,-1.82
98.64,92.92,-2.47,75.37,8.17,53.50,84.62,42.30,-5.99,24.01
21.87,98.02,90.89,-0.04,90.78,81.21,-3.16,47.17,67.56,45.94
44.23,55.89,-7.45,50.20,78.07,29.23,4.96,35.84,6.77,18.24
44.18,92.66,32.70,-5.04,26.92,25.10,54.95,-1.05,93.69,42.50
94.72,29.23,85.79,60.81,47.97,72.36,55.61,23.17,35.22,54.21
9.98,17.18,18.18,33.62,67.60,67.47,88.06,40.25,58.23,89.62
58.45,47.46,26.35,-5.55,33.10,-4.28,45.48,74.69,-5.82,12.01
51.37,52.34,27.74,73.23,17.46,96.69,2.76,61.14,4.12,40.34
13.06,85.62,49.39,-3.54,27.98,87.32,8.03,96.39,36.94,47.12
80.91,89.79,21.21,-0.83,70.30,1.83,24.74,55.39,87.96,61.10
28.28,15.90,87.12,34.39,83.29,79.93,16.34,4.18,-4.90,79.31
48.51,61.83,13.18,35.71,-3.13,64.52,69.10,70.68,42.30,90.41
23.40,84.61,83.08,83.43,22.71,82.30,93.26,15.54,90.20,43.11
-11.60,-8.37,2.38,70.48,28.59,72.64,64.81,35.12,17.76,21.45
40.32,62.62,39.62,35.55,45.50,7.42,15.26,8.64,47.01,69.53
27.42,20.88,21.04,-0.53,15.59,80.61,8.49,79.96,68.46,21.74
0.64,93.73,40.76,-0.66,80.93,86.09,61.04,47.00,45.64,39.72
66.37,39.45,34.31,86.50,86.22,77.38,33.04,59.08,82.86,94.69
85.42,13.17,-7.93,18.69,37.19,91.42,37.56,51.25,42.72,37.48
5.62,86.79,97.89,2.37,91.76,71.80,32.37,63.82,78.93,60.13
39.93,23.49,36.48,10.23,34.24,33.79,58.72,83.54,44.34,99.44
98.05,35.56,59.99,29.37,-1.79,15.75,24.68,86.69,-4.87,-3.61
1.79,90.21,72.47,76.08,14.37,37.53,26.87,28.67,87.75,36.23
49.25,6.39,90.21,11.31,88.88,73.12,64.91,-0.06,26.42,23.73
95.20,82.37,83.81,10.93,83.07,1.29,61.00,79.05,78.35,50.72
92.43,70.81,93.83,59.75,23.54,65.91,26.24,10.21,19.85,91.21
